aya_id,page,x,y
886,136,198,76
887,136,199,288
888,136,178,460
889,136,128,503
890,136,36,631
891,137,187,80
892,137,35,123
893,137,247,208
894,137,35,206
895,137,329,295
896,137,34,336
897,137,157,423
898,137,288,551
899,137,101,633
900,137,34,637
901,138,288,79
902,138,33,121
903,138,32,249
904,138,33,290
905,138,324,378
906,138,171,419
907,138,331,505
908,138,61,507
909,138,393,592
910,138,30,633
911,139,30,163
912,139,205,291
913,139,181,506
914,139,35,635
915,140,123,77
916,140,291,162
917,140,394,247
918,140,150,291
919,140,249,504
920,140,304,589
921,140,34,632
922,141,135,79
923,141,36,121
924,141,171,206
925,141,35,249
926,141,319,335
927,141,183,378
928,141,332,506
929,141,271,590
930,141,31,633
931,142,249,120
932,142,390,249
933,142,114,293
934,142,200,420
935,142,61,465
936,142,117,549
937,142,34,591
938,142,33,637
939,143,33,120
940,143,196,206
941,143,31,293
942,143,144,423
943,143,127,509
944,143,34,637
945,144,291,160
946,144,228,204
947,144,189,247
948,144,258,418
949,144,265,460
950,144,206,459
951,144,75,590
952,144,33,636
953,145,302,79
954,145,93,165
955,145,94,207
956,145,393,337
957,145,200,507
958,145,30,635
959,146,300,161
960,146,261,292
961,146,144,376
962,146,34,547
963,146,31,634
964,147,31,120
965,147,109,332
966,147,249,505
967,147,29,633
968,148,174,78
969,148,188,248
970,148,205,292
971,148,82,420
972,148,34,635
973,149,35,166
974,149,337,295
975,149,287,380
976,149,231,422
977,149,392,508
978,149,29,637
979,150,302,161
980,150,392,249
981,150,157,291
982,150,320,377
983,150,305,419
984,150,397,464
985,150,185,549
986,150,31,634
987,151,344,123
988,151,172,166
989,151,31,209
990,151,396,291
991,151,337,336
992,151,320,379
993,151,30,380
994,151,315,465
995,151,153,509
996,151,29,553
997,151,31,639
998,152,291,78
999,152,205,121
1000,152,394,162
1001,152,218,163
1002,152,274,207
1003,152,60,250
1004,152,342,337
1005,152,91,379
1006,152,313,508
1007,152,32,507
1008,152,28,634
1009,153,316,80
1010,153,189,121
1011,153,235,165
1012,153,203,249
1013,153,108,377
1014,153,124,460
1015,153,52,462
1016,153,74,548
1017,153,31,635
1018,154,178,78
1019,154,305,206
1020,154,138,292
1021,154,36,333
1022,154,104,420
1023,154,303,505
1024,154,31,633
1025,155,83,158
1026,155,32,160
1027,155,153,246
1028,155,318,376
1029,155,221,419
1030,155,241,504
1031,155,31,631
1032,156,251,122
1033,156,220,166
1034,156,227,253
1035,156,110,294
1036,156,256,380
1037,156,104,378
1038,156,393,465
1039,156,301,552
1040,156,32,636
1041,157,340,79
1042,157,34,203
1043,157,177,376
1044,157,153,420
1045,157,177,506
1046,157,30,634
1047,158,35,82
1048,158,34,168
1049,158,74,210
1050,158,394,295
1051,158,299,340
1052,158,95,381
1053,158,155,468
1054,158,391,554
1055,158,100,594
1056,158,34,638
1057,159,94,35
1058,159,392,204
1059,159,394,289
1060,159,283,418
1061,159,393,503
1062,159,35,635
1063,160,300,162
1064,160,305,290
1065,160,230,335
1066,160,315,420
1067,160,328,463
1068,160,390,548
1069,160,207,591
1070,160,31,635
1071,161,146,79
1072,161,159,121
1073,161,34,164
1074,161,392,422
1075,161,155,552
1076,161,31,638
1077,162,319,124
1078,162,96,252
1079,162,393,336
1080,162,31,335
1081,162,229,423
1082,162,261,507
1083,162,50,549
1084,162,32,634
1085,163,316,120
1086,163,299,163
1087,163,250,206
1088,163,149,249
1089,163,35,335
1090,163,101,464
1091,163,395,547
1092,163,34,591
1093,163,35,634
1094,164,115,80
1095,164,93,123
1096,164,202,165
1097,164,329,207
1098,164,361,249
1099,164,36,250
1100,164,85,294
1101,164,272,337
1102,164,154,380
1103,164,289,421
1104,164,254,464
1105,164,34,509
1106,164,338,592
1107,164,90,593
1108,164,234,636
1109,164,34,636
1110,165,228,39
1111,165,63,38
1112,165,87,123
1113,165,33,165
1114,165,225,209
1115,165,392,295
1116,165,151,379
1117,165,111,465
1118,165,201,593
1119,165,33,635
1120,166,231,122
1121,166,139,164
1122,166,160,252
1123,166,326,379
1124,166,211,422
1125,166,32,466
1126,166,34,639
1127,167,241,122
1128,167,257,164
1129,167,155,206
1130,167,261,335
1131,167,251,463
1132,167,32,636
1133,168,117,79
1134,168,289,206
1135,168,256,377
1136,168,305,462
1137,168,101,549
1138,168,34,634
1139,169,317,205
1140,169,148,249
1141,169,220,335
1142,169,392,420
1143,169,81,465
1144,169,35,637
1145,170,139,163
1146,170,62,420
1147,170,34,590
1148,170,34,635
1149,171,58,251
1150,171,34,379
1151,171,297,508
1152,171,31,638
1153,172,33,81
1154,172,395,204
1155,172,395,248
1156,172,293,334
1157,172,207,420
